License_Number,Route_Name,Latitude,Longitude,Timespan
NA-0026,01-Kandy-Colombo,80.042627,6.777153,2025-10-31 09:03:00
NA-0026,01-Kandy-Colombo,80.043213,6.777126,2025-10-31 09:03:10
NA-0026,01-Kandy-Colombo,80.042787,6.777674,2025-10-31 09:03:20
NA-0026,01-Kandy-Colombo,80.04376,6.778646,2025-10-31 09:03:30
NA-0026,01-Kandy-Colombo,80.0445,6.779057,2025-10-31 09:03:40
NA-0026,01-Kandy-Colombo,80.044014,6.779435,2025-10-31 09:03:50
NA-0026,01-Kandy-Colombo,80.04499,6.779126,2025-10-31 09:04:00
NA-0026,01-Kandy-Colombo,80.045407,6.778674,2025-10-31 09:04:10
NA-0026,01-Kandy-Colombo,80.044687,6.778254,2025-10-31 09:04:20
NA-0026,01-Kandy-Colombo,80.04507,6.77827,2025-10-31 09:04:30
NA-0026,01-Kandy-Colombo,80.044627,6.778781,2025-10-31 09:04:40
NA-0026,01-Kandy-Colombo,80.04405,6.779296,2025-10-31 09:04:50
NA-0026,01-Kandy-Colombo,80.04471,6.779113,2025-10-31 09:05:00
NA-0026,01-Kandy-Colombo,80.043859,6.779961,2025-10-31 09:05:10
NA-0026,01-Kandy-Colombo,80.043408,6.779164,2025-10-31 09:05:20
NA-0026,01-Kandy-Colombo,80.04289,6.779655,2025-10-31 09:05:30
NA-0026,01-Kandy-Colombo,80.042366,6.780004,2025-10-31 09:05:40
NA-0026,01-Kandy-Colombo,80.042892,6.779528,2025-10-31 09:05:50
NA-0026,01-Kandy-Colombo,80.041998,6.779625,2025-10-31 09:06:00
NA-0026,01-Kandy-Colombo,80.042947,6.77944,2025-10-31 09:06:10
NA-0026,01-Kandy-Colombo,80.043173,6.780392,2025-10-31 09:06:20
NA-0026,01-Kandy-Colombo,80.043837,6.779629,2025-10-31 09:06:30
NA-0026,01-Kandy-Colombo,80.042874,6.779006,2025-10-31 09:06:40
NA-0026,01-Kandy-Colombo,80.043393,6.778866,2025-10-31 09:06:50
NA-0026,01-Kandy-Colombo,80.044037,6.77827,2025-10-31 09:07:00
NA-0026,01-Kandy-Colombo,80.044102,6.778052,2025-10-31 09:07:10
NA-0026,01-Kandy-Colombo,80.04437,6.778893,2025-10-31 09:07:20
NA-0026,01-Kandy-Colombo,80.044953,6.778766,2025-10-31 09:07:30
NA-0026,01-Kandy-Colombo,80.044604,6.778619,2025-10-31 09:07:40
NA-0026,01-Kandy-Colombo,80.045222,6.779253,2025-10-31 09:07:50
NA-0026,01-Kandy-Colombo,80.045675,6.779252,2025-10-31 09:08:00
NA-0026,01-Kandy-Colombo,80.046171,6.7787,2025-10-31 09:08:10
NA-0026,01-Kandy-Colombo,80.046543,6.778163,2025-10-31 09:08:20
NA-0026,01-Kandy-Colombo,80.047002,6.778792,2025-10-31 09:08:30
NA-0026,01-Kandy-Colombo,80.047542,6.779736,2025-10-31 09:08:40
NA-0026,01-Kandy-Colombo,80.04804,6.780183,2025-10-31 09:08:50
NA-0026,01-Kandy-Colombo,80.047414,6.779742,2025-10-31 09:09:00
NA-0026,01-Kandy-Colombo,80.047329,6.780174,2025-10-31 09:09:10
NA-0026,01-Kandy-Colombo,80.047055,6.780586,2025-10-31 09:09:20
NA-0026,01-Kandy-Colombo,80.047948,6.781202,2025-10-31 09:09:30
NA-0026,01-Kandy-Colombo,80.048322,6.781851,2025-10-31 09:09:40
NA-0026,01-Kandy-Colombo,80.048218,6.781038,2025-10-31 09:09:50
NA-0026,01-Kandy-Colombo,80.047667,6.781449,2025-10-31 09:10:00
NA-0026,01-Kandy-Colombo,80.04793,6.7815,2025-10-31 09:10:10
NA-0026,01-Kandy-Colombo,80.047002,6.782396,2025-10-31 09:10:20
NA-0026,01-Kandy-Colombo,80.046676,6.783323,2025-10-31 09:10:30
NA-0026,01-Kandy-Colombo,80.047056,6.783521,2025-10-31 09:10:40
NA-0026,01-Kandy-Colombo,80.046078,6.783212,2025-10-31 09:10:50
NA-0026,01-Kandy-Colombo,80.046676,6.783787,2025-10-31 09:11:00
NA-0026,01-Kandy-Colombo,80.046769,6.783611,2025-10-31 09:11:10
NA-0026,01-Kandy-Colombo,80.047339,6.783545,2025-10-31 09:11:20
NA-0026,01-Kandy-Colombo,80.046942,6.783758,2025-10-31 09:11:30
NA-0026,01-Kandy-Colombo,80.046443,6.784229,2025-10-31 09:11:40
NA-0026,01-Kandy-Colombo,80.047061,6.784744,2025-10-31 09:11:50
NA-0026,01-Kandy-Colombo,80.04765,6.784191,2025-10-31 09:12:00
NA-0026,01-Kandy-Colombo,80.047232,6.783708,2025-10-31 09:12:10
NA-0026,01-Kandy-Colombo,80.047613,6.783485,2025-10-31 09:12:20
NA-0026,01-Kandy-Colombo,80.048325,6.783367,2025-10-31 09:12:30
NA-0026,01-Kandy-Colombo,80.049106,6.783158,2025-10-31 09:12:40
NA-0026,01-Kandy-Colombo,80.048849,6.783836,2025-10-31 09:12:50
NA-0026,01-Kandy-Colombo,80.048995,6.783437,2025-10-31 09:13:00
NA-0026,01-Kandy-Colombo,80.049631,6.784055,2025-10-31 09:13:10
NA-0026,01-Kandy-Colombo,80.049894,6.7849,2025-10-31 09:13:20
NA-0026,01-Kandy-Colombo,80.049155,6.785852,2025-10-31 09:13:30
NA-0026,01-Kandy-Colombo,80.049383,6.786722,2025-10-31 09:13:40
NA-0026,01-Kandy-Colombo,80.049393,6.78735,2025-10-31 09:13:50
NA-0026,01-Kandy-Colombo,80.049431,6.788234,2025-10-31 09:14:00
NA-0026,01-Kandy-Colombo,80.050256,6.788496,2025-10-31 09:14:10
NA-0026,01-Kandy-Colombo,80.050521,6.788866,2025-10-31 09:14:20
NA-0026,01-Kandy-Colombo,80.051494,6.788411,2025-10-31 09:14:30
NA-0026,01-Kandy-Colombo,80.050506,6.787772,2025-10-31 09:14:40
NA-0026,01-Kandy-Colombo,80.050596,6.787064,2025-10-31 09:14:50
NA-0026,01-Kandy-Colombo,80.050477,6.787256,2025-10-31 09:15:00
NA-0026,01-Kandy-Colombo,80.050311,6.786847,2025-10-31 09:15:10
NA-0026,01-Kandy-Colombo,80.050243,6.785871,2025-10-31 09:15:20
NA-0026,01-Kandy-Colombo,80.05027,6.784925,2025-10-31 09:15:30
NA-0026,01-Kandy-Colombo,80.049499,6.785792,2025-10-31 09:15:40
NA-0026,01-Kandy-Colombo,80.049712,6.786713,2025-10-31 09:15:50
NA-0026,01-Kandy-Colombo,80.048949,6.787614,2025-10-31 09:16:00
NA-0026,01-Kandy-Colombo,80.048188,6.787467,2025-10-31 09:16:10
NA-0026,01-Kandy-Colombo,80.04726,6.787719,2025-10-31 09:16:20
NA-0026,01-Kandy-Colombo,80.046571,6.787258,2025-10-31 09:16:30
NA-0026,01-Kandy-Colombo,80.046249,6.786416,2025-10-31 09:16:40
NA-0026,01-Kandy-Colombo,80.045489,6.786194,2025-10-31 09:16:50
NA-0026,01-Kandy-Colombo,80.044715,6.785215,2025-10-31 09:17:00
NA-0026,01-Kandy-Colombo,80.043835,6.784385,2025-10-31 09:17:10
NA-0026,01-Kandy-Colombo,80.04344,6.784675,2025-10-31 09:17:20
NA-0026,01-Kandy-Colombo,80.043855,6.784959,2025-10-31 09:17:30
NA-0026,01-Kandy-Colombo,80.043708,6.784197,2025-10-31 09:17:40
NA-0026,01-Kandy-Colombo,80.043601,6.784274,2025-10-31 09:17:50
NA-0026,01-Kandy-Colombo,80.042739,6.783956,2025-10-31 09:18:00
NA-0026,01-Kandy-Colombo,80.042781,6.783685,2025-10-31 09:18:10
NA-0026,01-Kandy-Colombo,80.042733,6.78373,2025-10-31 09:18:20
NA-0026,01-Kandy-Colombo,80.043241,6.784193,2025-10-31 09:18:30
NA-0026,01-Kandy-Colombo,80.043825,6.783231,2025-10-31 09:18:40
NA-0026,01-Kandy-Colombo,80.04291,6.783016,2025-10-31 09:18:50
NA-0026,01-Kandy-Colombo,80.043737,6.782106,2025-10-31 09:19:00
NA-0026,01-Kandy-Colombo,80.043085,6.781436,2025-10-31 09:19:10
NA-0026,01-Kandy-Colombo,80.042316,6.780679,2025-10-31 09:19:20
NA-0026,01-Kandy-Colombo,80.042753,6.781655,2025-10-31 09:19:30
NA-0026,01-Kandy-Colombo,80.042494,6.782599,2025-10-31 09:19:40
NA-0026,01-Kandy-Colombo,80.042677,6.783581,2025-10-31 09:19:50
NA-0026,01-Kandy-Colombo,80.042675,6.782657,2025-10-31 09:20:00
NA-0026,01-Kandy-Colombo,80.042115,6.782629,2025-10-31 09:20:10
NA-0026,01-Kandy-Colombo,80.041744,6.783474,2025-10-31 09:20:20
NA-0026,01-Kandy-Colombo,80.042579,6.783537,2025-10-31 09:20:30
NA-0026,01-Kandy-Colombo,80.04329,6.784181,2025-10-31 09:20:40
NA-0026,01-Kandy-Colombo,80.042936,6.784554,2025-10-31 09:20:50
NA-0026,01-Kandy-Colombo,80.042387,6.783791,2025-10-31 09:21:00
NA-0026,01-Kandy-Colombo,80.041653,6.783167,2025-10-31 09:21:10
NA-0026,01-Kandy-Colombo,80.041451,6.782407,2025-10-31 09:21:20
NA-0026,01-Kandy-Colombo,80.041209,6.783179,2025-10-31 09:21:30
NA-0026,01-Kandy-Colombo,80.04092,6.782923,2025-10-31 09:21:40
NA-0026,01-Kandy-Colombo,80.041093,6.782359,2025-10-31 09:21:50
NA-0026,01-Kandy-Colombo,80.040243,6.782279,2025-10-31 09:22:00
NA-0026,01-Kandy-Colombo,80.040689,6.782308,2025-10-31 09:22:10
NA-0026,01-Kandy-Colombo,80.040743,6.781399,2025-10-31 09:22:20
NA-0026,01-Kandy-Colombo,80.041405,6.782278,2025-10-31 09:22:30
NA-0026,01-Kandy-Colombo,80.041087,6.781481,2025-10-31 09:22:40
NA-0026,01-Kandy-Colombo,80.041507,6.780928,2025-10-31 09:22:50
NA-0026,01-Kandy-Colombo,80.042157,6.781341,2025-10-31 09:23:00
NA-0026,01-Kandy-Colombo,80.042458,6.781444,2025-10-31 09:23:10
NA-0026,01-Kandy-Colombo,80.042478,6.782282,2025-10-31 09:23:20
NA-0026,01-Kandy-Colombo,80.041644,6.782136,2025-10-31 09:23:30
NA-0026,01-Kandy-Colombo,80.04191,6.781863,2025-10-31 09:23:40
NA-0026,01-Kandy-Colombo,80.042524,6.781971,2025-10-31 09:23:50
NA-0026,01-Kandy-Colombo,80.042252,6.782733,2025-10-31 09:24:00
NA-0026,01-Kandy-Colombo,80.041568,6.783264,2025-10-31 09:24:10
NA-0026,01-Kandy-Colombo,80.042201,6.782755,2025-10-31 09:24:20
NA-0026,01-Kandy-Colombo,80.042189,6.782144,2025-10-31 09:24:30
NA-0026,01-Kandy-Colombo,80.04123,6.781595,2025-10-31 09:24:40
NA-0026,01-Kandy-Colombo,80.040597,6.780609,2025-10-31 09:24:50
NA-0026,01-Kandy-Colombo,80.040467,6.78015,2025-10-31 09:25:00
NA-0026,01-Kandy-Colombo,80.040174,6.779289,2025-10-31 09:25:10
NA-0026,01-Kandy-Colombo,80.040181,6.778618,2025-10-31 09:25:20
NA-0026,01-Kandy-Colombo,80.040655,6.778702,2025-10-31 09:25:30
NA-0026,01-Kandy-Colombo,80.040565,6.778519,2025-10-31 09:25:40
NA-0026,01-Kandy-Colombo,80.04013,6.779302,2025-10-31 09:25:50
NA-0026,01-Kandy-Colombo,80.039771,6.779932,2025-10-31 09:26:00
NA-0026,01-Kandy-Colombo,80.0391,6.779339,2025-10-31 09:26:10
NA-0026,01-Kandy-Colombo,80.03873,6.779268,2025-10-31 09:26:20
NA-0026,01-Kandy-Colombo,80.038978,6.780175,2025-10-31 09:26:30
NA-0026,01-Kandy-Colombo,80.039741,6.780316,2025-10-31 09:26:40
NA-0026,01-Kandy-Colombo,80.039751,6.780537,2025-10-31 09:26:50
NA-0026,01-Kandy-Colombo,80.038753,6.780735,2025-10-31 09:27:00
NA-0026,01-Kandy-Colombo,80.038376,6.780939,2025-10-31 09:27:10
NA-0026,01-Kandy-Colombo,80.037448,6.78014,2025-10-31 09:27:20
NA-0026,01-Kandy-Colombo,80.036917,6.780924,2025-10-31 09:27:30
NA-0026,01-Kandy-Colombo,80.036782,6.781379,2025-10-31 09:27:40
NA-0026,01-Kandy-Colombo,80.036111,6.781568,2025-10-31 09:27:50
NA-0026,01-Kandy-Colombo,80.03587,6.78101,2025-10-31 09:28:00
NA-0026,01-Kandy-Colombo,80.036504,6.780186,2025-10-31 09:28:10
NA-0026,01-Kandy-Colombo,80.036545,6.780801,2025-10-31 09:28:20
NA-0026,01-Kandy-Colombo,80.036136,6.780121,2025-10-31 09:28:30
NA-0026,01-Kandy-Colombo,80.036405,6.779134,2025-10-31 09:28:40
NA-0026,01-Kandy-Colombo,80.035733,6.779944,2025-10-31 09:28:50
NA-0026,01-Kandy-Colombo,80.036694,6.780921,2025-10-31 09:29:00
NA-0026,01-Kandy-Colombo,80.037195,6.780548,2025-10-31 09:29:10
NA-0026,01-Kandy-Colombo,80.037214,6.780235,2025-10-31 09:29:20
NA-0026,01-Kandy-Colombo,80.037769,6.779672,2025-10-31 09:29:30
NA-0026,01-Kandy-Colombo,80.037008,6.780152,2025-10-31 09:29:40
NA-0026,01-Kandy-Colombo,80.036795,6.780464,2025-10-31 09:29:50
NA-0026,01-Kandy-Colombo,80.037554,6.780781,2025-10-31 09:30:00
NA-0026,01-Kandy-Colombo,80.037757,6.780001,2025-10-31 09:30:10
NA-0026,01-Kandy-Colombo,80.038503,6.779046,2025-10-31 09:30:20
NA-0026,01-Kandy-Colombo,80.038642,6.779072,2025-10-31 09:30:30
NA-0026,01-Kandy-Colombo,80.039223,6.779825,2025-10-31 09:30:40
NA-0026,01-Kandy-Colombo,80.038619,6.779258,2025-10-31 09:30:50
NA-0026,01-Kandy-Colombo,80.03804,6.779612,2025-10-31 09:31:00
NA-0026,01-Kandy-Colombo,80.03816,6.779588,2025-10-31 09:31:10
NA-0026,01-Kandy-Colombo,80.03792,6.77944,2025-10-31 09:31:20
NA-0026,01-Kandy-Colombo,80.037483,6.780387,2025-10-31 09:31:30
NA-0026,01-Kandy-Colombo,80.037969,6.780386,2025-10-31 09:31:40
NA-0026,01-Kandy-Colombo,80.038884,6.78134,2025-10-31 09:31:50
NA-0026,01-Kandy-Colombo,80.039841,6.780438,2025-10-31 09:32:00
NA-0026,01-Kandy-Colombo,80.039157,6.780835,2025-10-31 09:32:10
NA-0026,01-Kandy-Colombo,80.039847,6.781674,2025-10-31 09:32:20
NA-0026,01-Kandy-Colombo,80.039592,6.782595,2025-10-31 09:32:30
NA-0026,01-Kandy-Colombo,80.03863,6.782351,2025-10-31 09:32:40
NA-0026,01-Kandy-Colombo,80.038262,6.783346,2025-10-31 09:32:50
NA-0026,01-Kandy-Colombo,80.037297,6.784138,2025-10-31 09:33:00
NA-0026,01-Kandy-Colombo,80.037748,6.784218,2025-10-31 09:33:10
NA-0026,01-Kandy-Colombo,80.036844,6.78389,2025-10-31 09:33:20
NA-0026,01-Kandy-Colombo,80.03631,6.783364,2025-10-31 09:33:30
NA-0026,01-Kandy-Colombo,80.035649,6.782786,2025-10-31 09:33:40
NA-0026,01-Kandy-Colombo,80.035687,6.782947,2025-10-31 09:33:50
NA-0026,01-Kandy-Colombo,80.035785,6.783147,2025-10-31 09:34:00
NA-0026,01-Kandy-Colombo,80.036536,6.78399,2025-10-31 09:34:10
NA-0026,01-Kandy-Colombo,80.037245,6.784629,2025-10-31 09:34:20
NA-0026,01-Kandy-Colombo,80.037464,6.783782,2025-10-31 09:34:30
NA-0026,01-Kandy-Colombo,80.036521,6.783804,2025-10-31 09:34:40
NA-0026,01-Kandy-Colombo,80.036497,6.784552,2025-10-31 09:34:50
NA-0026,01-Kandy-Colombo,80.037012,6.784412,2025-10-31 09:35:00
NA-0026,01-Kandy-Colombo,80.036808,6.783697,2025-10-31 09:35:10
NA-0026,01-Kandy-Colombo,80.036439,6.782808,2025-10-31 09:35:20
NA-0026,01-Kandy-Colombo,80.035922,6.781924,2025-10-31 09:35:30
NA-0026,01-Kandy-Colombo,80.036103,6.781569,2025-10-31 09:35:40
NA-0026,01-Kandy-Colombo,80.035809,6.781816,2025-10-31 09:35:50
NA-0026,01-Kandy-Colombo,80.035619,6.781156,2025-10-31 09:36:00
NA-0026,01-Kandy-Colombo,80.034842,6.781059,2025-10-31 09:36:10
NA-0026,01-Kandy-Colombo,80.035399,6.780576,2025-10-31 09:36:20
NA-0026,01-Kandy-Colombo,80.035345,6.77978,2025-10-31 09:36:30
NA-0026,01-Kandy-Colombo,80.035551,6.779778,2025-10-31 09:36:40
NA-0026,01-Kandy-Colombo,80.036377,6.779661,2025-10-31 09:36:50
NA-0026,01-Kandy-Colombo,80.035708,6.780386,2025-10-31 09:37:00
NA-0026,01-Kandy-Colombo,80.035551,6.780517,2025-10-31 09:37:10
NA-0026,01-Kandy-Colombo,80.035465,6.781331,2025-10-31 09:37:20
NA-0026,01-Kandy-Colombo,80.034822,6.781221,2025-10-31 09:37:30
NA-0026,01-Kandy-Colombo,80.033965,6.780942,2025-10-31 09:37:40
NA-0026,01-Kandy-Colombo,80.034854,6.780767,2025-10-31 09:37:50
NA-0026,01-Kandy-Colombo,80.034849,6.780358,2025-10-31 09:38:00
NA-0026,01-Kandy-Colombo,80.034444,6.780848,2025-10-31 09:38:10
NA-0026,01-Kandy-Colombo,80.034445,6.780129,2025-10-31 09:38:20
NA-0026,01-Kandy-Colombo,80.034431,6.780552,2025-10-31 09:38:30
NA-0026,01-Kandy-Colombo,80.035368,6.781254,2025-10-31 09:38:40
NA-0026,01-Kandy-Colombo,80.035827,6.780912,2025-10-31 09:38:50
NA-0026,01-Kandy-Colombo,80.035639,6.781878,2025-10-31 09:39:00
NA-0026,01-Kandy-Colombo,80.034757,6.780959,2025-10-31 09:39:10
NA-0026,01-Kandy-Colombo,80.034233,6.780609,2025-10-31 09:39:20
NA-0026,01-Kandy-Colombo,80.035155,6.781076,2025-10-31 09:39:30
NA-0026,01-Kandy-Colombo,80.034737,6.781179,2025-10-31 09:39:40
NA-0026,01-Kandy-Colombo,80.034021,6.780675,2025-10-31 09:39:50
NA-0026,01-Kandy-Colombo,80.033917,6.779927,2025-10-31 09:40:00
NA-0026,01-Kandy-Colombo,80.034692,6.779295,2025-10-31 09:40:10
NA-0026,01-Kandy-Colombo,80.033787,6.779233,2025-10-31 09:40:20
NA-0026,01-Kandy-Colombo,80.034192,6.778797,2025-10-31 09:40:30
NA-0026,01-Kandy-Colombo,80.034637,6.778326,2025-10-31 09:40:40
NA-0026,01-Kandy-Colombo,80.034093,6.778231,2025-10-31 09:40:50
NA-0026,01-Kandy-Colombo,80.034693,6.778687,2025-10-31 09:41:00
NA-0026,01-Kandy-Colombo,80.033792,6.779008,2025-10-31 09:41:10
NA-0026,01-Kandy-Colombo,80.033089,6.778321,2025-10-31 09:41:20
NA-0026,01-Kandy-Colombo,80.033894,6.77741,2025-10-31 09:41:30
NA-0026,01-Kandy-Colombo,80.032929,6.778055,2025-10-31 09:41:40
NA-0026,01-Kandy-Colombo,80.032339,6.777362,2025-10-31 09:41:50
NA-0026,01-Kandy-Colombo,80.032047,6.777574,2025-10-31 09:42:00
NA-0026,01-Kandy-Colombo,80.031305,6.778331,2025-10-31 09:42:10
NA-0026,01-Kandy-Colombo,80.03214,6.778807,2025-10-31 09:42:20
NA-0026,01-Kandy-Colombo,80.032233,6.77881,2025-10-31 09:42:30
NA-0026,01-Kandy-Colombo,80.03304,6.7787,2025-10-31 09:42:40
NA-0026,01-Kandy-Colombo,80.032305,6.779134,2025-10-31 09:42:50
NA-0026,01-Kandy-Colombo,80.033109,6.779395,2025-10-31 09:43:00
NA-0026,01-Kandy-Colombo,80.033916,6.778882,2025-10-31 09:43:10
NA-0026,01-Kandy-Colombo,80.03319,6.778497,2025-10-31 09:43:20
NA-0026,01-Kandy-Colombo,80.032369,6.778637,2025-10-31 09:43:30
NA-0026,01-Kandy-Colombo,80.031622,6.77801,2025-10-31 09:43:40
NA-0026,01-Kandy-Colombo,80.030805,6.778058,2025-10-31 09:43:50
NA-0026,01-Kandy-Colombo,80.030712,6.777555,2025-10-31 09:44:00
NA-0026,01-Kandy-Colombo,80.030259,6.777368,2025-10-31 09:44:10
NA-0026,01-Kandy-Colombo,80.030131,6.77782,2025-10-31 09:44:20
NA-0026,01-Kandy-Colombo,80.030282,6.778275,2025-10-31 09:44:30
NA-0026,01-Kandy-Colombo,80.030155,6.777929,2025-10-31 09:44:40
NA-0026,01-Kandy-Colombo,80.029289,6.777151,2025-10-31 09:44:50
NA-0026,01-Kandy-Colombo,80.030043,6.777209,2025-10-31 09:45:00
NA-0026,01-Kandy-Colombo,80.02951,6.778191,2025-10-31 09:45:10
NA-0026,01-Kandy-Colombo,80.028637,6.778467,2025-10-31 09:45:20
NA-0026,01-Kandy-Colombo,80.028149,6.778415,2025-10-31 09:45:30
NA-0026,01-Kandy-Colombo,80.027998,6.778641,2025-10-31 09:45:40
NA-0026,01-Kandy-Colombo,80.028172,6.778306,2025-10-31 09:45:50
NA-0026,01-Kandy-Colombo,80.027516,6.777624,2025-10-31 09:46:00
NA-0026,01-Kandy-Colombo,80.026754,6.777406,2025-10-31 09:46:10
NA-0026,01-Kandy-Colombo,80.027189,6.776856,2025-10-31 09:46:20
NA-0026,01-Kandy-Colombo,80.028012,6.777405,2025-10-31 09:46:30
NA-0026,01-Kandy-Colombo,80.027495,6.778303,2025-10-31 09:46:40
NA-0026,01-Kandy-Colombo,80.027184,6.777517,2025-10-31 09:46:50
NA-0026,01-Kandy-Colombo,80.026762,6.777565,2025-10-31 09:47:00
NA-0026,01-Kandy-Colombo,80.026703,6.777432,2025-10-31 09:47:10
NA-0026,01-Kandy-Colombo,80.026159,6.777526,2025-10-31 09:47:20
NA-0026,01-Kandy-Colombo,80.025688,6.776955,2025-10-31 09:47:30
NA-0026,01-Kandy-Colombo,80.026249,6.776542,2025-10-31 09:47:40
NA-0026,01-Kandy-Colombo,80.027187,6.776864,2025-10-31 09:47:50
NA-0026,01-Kandy-Colombo,80.027298,6.777656,2025-10-31 09:48:00
NA-0026,01-Kandy-Colombo,80.02795,6.777069,2025-10-31 09:48:10
NA-0026,01-Kandy-Colombo,80.02879,6.776109,2025-10-31 09:48:20
NA-0026,01-Kandy-Colombo,80.029503,6.775178,2025-10-31 09:48:30
NA-0026,01-Kandy-Colombo,80.029376,6.774394,2025-10-31 09:48:40
NA-0026,01-Kandy-Colombo,80.028463,6.774412,2025-10-31 09:48:50
NA-0026,01-Kandy-Colombo,80.027497,6.774692,2025-10-31 09:49:00
NA-0026,01-Kandy-Colombo,80.027733,6.77541,2025-10-31 09:49:10
NA-0026,01-Kandy-Colombo,80.026776,6.77522,2025-10-31 09:49:20
NA-0026,01-Kandy-Colombo,80.026305,6.775379,2025-10-31 09:49:30
NA-0026,01-Kandy-Colombo,80.026248,6.774397,2025-10-31 09:49:40
NA-0026,01-Kandy-Colombo,80.027112,6.773593,2025-10-31 09:49:50
NA-0026,01-Kandy-Colombo,80.027935,6.772791,2025-10-31 09:50:00
NA-0026,01-Kandy-Colombo,80.028556,6.773561,2025-10-31 09:50:10
NA-0026,01-Kandy-Colombo,80.028949,6.774291,2025-10-31 09:50:20
NA-0026,01-Kandy-Colombo,80.028823,6.774141,2025-10-31 09:50:30
NA-0026,01-Kandy-Colombo,80.028981,6.77483,2025-10-31 09:50:40
NA-0026,01-Kandy-Colombo,80.028081,6.773942,2025-10-31 09:50:50
NA-0026,01-Kandy-Colombo,80.027629,6.77417,2025-10-31 09:51:00
NA-0026,01-Kandy-Colombo,80.028539,6.773682,2025-10-31 09:51:10
NA-0026,01-Kandy-Colombo,80.028828,6.773283,2025-10-31 09:51:20
NA-0026,01-Kandy-Colombo,80.028723,6.772997,2025-10-31 09:51:30
NA-0026,01-Kandy-Colombo,80.028684,6.772712,2025-10-31 09:51:40
NA-0026,01-Kandy-Colombo,80.028362,6.772581,2025-10-31 09:51:50
NA-0026,01-Kandy-Colombo,80.028613,6.772335,2025-10-31 09:52:00
NA-0026,01-Kandy-Colombo,80.028878,6.773233,2025-10-31 09:52:10
NA-0026,01-Kandy-Colombo,80.028855,6.772302,2025-10-31 09:52:20
NA-0026,01-Kandy-Colombo,80.029194,6.772863,2025-10-31 09:52:30
NA-0026,01-Kandy-Colombo,80.029824,6.773385,2025-10-31 09:52:40
NA-0026,01-Kandy-Colombo,80.030795,6.772808,2025-10-31 09:52:50
NA-0026,01-Kandy-Colombo,80.030837,6.773397,2025-10-31 09:53:00
NA-0026,01-Kandy-Colombo,80.030244,6.772613,2025-10-31 09:53:10
NA-0026,01-Kandy-Colombo,80.029504,6.773417,2025-10-31 09:53:20
NA-0026,01-Kandy-Colombo,80.02929,6.772701,2025-10-31 09:53:30
NA-0026,01-Kandy-Colombo,80.028908,6.771767,2025-10-31 09:53:40
NA-0026,01-Kandy-Colombo,80.029037,6.771448,2025-10-31 09:53:50
NA-0026,01-Kandy-Colombo,80.028653,6.771014,2025-10-31 09:54:00
NA-0026,01-Kandy-Colombo,80.029599,6.771878,2025-10-31 09:54:10
NA-0026,01-Kandy-Colombo,80.030396,6.772419,2025-10-31 09:54:20
NA-0026,01-Kandy-Colombo,80.0312,6.772669,2025-10-31 09:54:30
NA-0026,01-Kandy-Colombo,80.031236,6.772079,2025-10-31 09:54:40
NA-0026,01-Kandy-Colombo,80.031093,6.772654,2025-10-31 09:54:50
NA-0026,01-Kandy-Colombo,80.030799,6.77313,2025-10-31 09:55:00
NA-0026,01-Kandy-Colombo,80.03111,6.773367,2025-10-31 09:55:10
NA-0026,01-Kandy-Colombo,80.031799,6.774125,2025-10-31 09:55:20
NA-0026,01-Kandy-Colombo,80.031313,6.774965,2025-10-31 09:55:30
NA-0026,01-Kandy-Colombo,80.032136,6.775184,2025-10-31 09:55:40
NA-0026,01-Kandy-Colombo,80.032436,6.774434,2025-10-31 09:55:50
NA-0026,01-Kandy-Colombo,80.033204,6.774679,2025-10-31 09:56:00
NA-0026,01-Kandy-Colombo,80.03327,6.775102,2025-10-31 09:56:10
NA-0026,01-Kandy-Colombo,80.034269,6.774452,2025-10-31 09:56:20
NA-0026,01-Kandy-Colombo,80.033902,6.774265,2025-10-31 09:56:30
NA-0026,01-Kandy-Colombo,80.034764,6.774961,2025-10-31 09:56:40
NA-0026,01-Kandy-Colombo,80.035026,6.774004,2025-10-31 09:56:50
NA-0026,01-Kandy-Colombo,80.035996,6.774437,2025-10-31 09:57:00
NA-0026,01-Kandy-Colombo,80.035624,6.775346,2025-10-31 09:57:10
NA-0026,01-Kandy-Colombo,80.035226,6.774542,2025-10-31 09:57:20
NA-0026,01-Kandy-Colombo,80.035157,6.77375,2025-10-31 09:57:30
NA-0026,01-Kandy-Colombo,80.034692,6.773895,2025-10-31 09:57:40
NA-0026,01-Kandy-Colombo,80.03443,6.773449,2025-10-31 09:57:50
NA-0026,01-Kandy-Colombo,80.035093,6.774265,2025-10-31 09:58:00
NA-0026,01-Kandy-Colombo,80.034282,6.773681,2025-10-31 09:58:10
NA-0026,01-Kandy-Colombo,80.03475,6.773138,2025-10-31 09:58:20
NA-0026,01-Kandy-Colombo,80.034337,6.773494,2025-10-31 09:58:30
NA-0026,01-Kandy-Colombo,80.034403,6.773032,2025-10-31 09:58:40
NA-0026,01-Kandy-Colombo,80.03397,6.773016,2025-10-31 09:58:50
NA-0026,01-Kandy-Colombo,80.033751,6.773188,2025-10-31 09:59:00
NA-0026,01-Kandy-Colombo,80.034583,6.774081,2025-10-31 09:59:10
NA-0026,01-Kandy-Colombo,80.034662,6.773251,2025-10-31 09:59:20
NA-0026,01-Kandy-Colombo,80.035437,6.773944,2025-10-31 09:59:30
